label,caption,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
car,"an air plane wing with a parking lot with cars",0.49,0.5,0.51,0.51,0.49,0.47,0.46,0.48,0.48,0.49,0.51,0.51,0.5,0.51,0.49,0.49,0.63,0.6,0.59,0.6,0.61,0.6,0.62,0.6,0.61,0.62,0.62,0.61,0.6,0.59,0.59,0.6,0.67,0.67,0.66,0.65,0.67,0.64,0.47,0.66,0.7,0.68,0.71,0.69,0.7,0.69,0.68,0.67,0.68,0.68,0.7,0.76,0.8,0.69,0.54,0.74,0.76,0.75,0.75,0.75,0.75,0.78,0.76,0.74,0.83,0.87,0.85,0.75,0.68,0.66,0.69,0.68,0.69,0.7,0.73,0.74,0.75,0.75,0.75,0.75,0.91,0.84,0.83,0.56,0.52,0.54,0.53,0.53,0.54,0.54,0.44,0.39,0.44,0.47,0.46,0.51,0.55,0.43,0.53,0.42,0.44,0.45,0.45,0.49,0.51,0.55,0.4,0.32,0.36,0.31,0.37,0.33,0.67,0.6,0.59,0.73,0.77,0.7,0.57,0.34,0.4,0.45,0.45,0.44,0.47,0.44,0.44,0.35,0.58,0.42,0.52,0.48,0.5,0.45,0.53,0.47,0.34,0.52,0.55,0.52,0.49,0.56,0.56,0.45,0.45,0.45,0.51,0.41,0.42,0.49,0.51,0.54,0.41,0.36,0.36,0.47,0.5,0.47,0.48,0.42,0.52,0.47,0.51,0.51,0.44,0.45,0.49,0.49,0.49,0.43,0.29,0.31,0.43,0.42,0.41,0.45,0.45,0.45,0.54,0.44,0.51,0.54,0.45,0.55,0.59,0.65,0.55,0.35,0.19,0.32,0.38,0.45,0.57,0.61,0.69,0.55,0.61,0.57,0.57,0.59,0.6,0.57,0.45,0.49,0.38,0.2,0.25,0.39,0.46,0.52,0.47,0.45,0.41,0.44,0.42,0.4,0.45,0.44,0.42,0.53,0.42,0.38,0.25,0.14,0.42,0.38,0.38,0.44,0.37,0.36,0.38,0.43,0.36,0.38,0.42,0.36,0.43,0.46,0.44,0.31,0.33,0.32,0.36,0.45,0.44,0.42,0.33,0.39,0.36,0.36,0.44,0.41,0.39,0.51,0.43,0.32
car,"A woman walking on a cross walk with cars driving on it.",0.39,0.47,0.43,0.41,0.46,0.54,0.53,0.51,0.57,0.6,0.57,0.57,0.61,0.51,0.51,0.71,0.54,0.72,0.56,0.47,0.49,0.65,0.55,0.5,0.77,0.83,0.52,0.72,0.69,0.56,0.35,0.34,0.39,0.43,0.49,0.46,0.53,0.72,0.66,0.56,0.8,0.89,0.62,0.78,0.66,0.51,0.53,0.5,0.5,0.58,0.5,0.32,0.64,0.49,0.54,0.6,0.59,0.69,0.31,0.41,0.54,0.4,0.5,0.53,0.62,0.67,0.65,0.41,0.41,0.33,0.36,0.65,0.57,0.61,0.5,0.49,0.55,0.49,0.45,0.45,0.4,0.45,0.44,0.47,0.36,0.67,0.8,0.4,0.24,0.36,0.53,0.45,0.4,0.45,0.22,0.34,0.51,0.68,0.42,0.34,0.51,0.6,0.68,0.53,0.47,0.35,0.31,0.26,0.16,0.27,0.25,0.1,0.42,0.39,0.24,0.27,0.58,0.67,0.63,0.67,0.82,0.4,0.13,0.11,0.01,0.22,0.35,0.0,0.22,0.14,0.16,0.08,0.38,0.64,0.57,0.4,0.49,0.47,0.46,0.32,0.21,0.42,0.2,0.04,0.27,0.37,0.22,0.19,0.34,0.42,0.65,0.46,0.4,0.45,0.35,0.16,0.11,0.19,0.11,0.07,0.53,0.26,0.24,0.43,0.42,0.45,0.56,0.44,0.38,0.62,0.35,0.38,0.26,0.05,0.16,0.05,0.56,0.41,0.35,0.35,0.36,0.4,0.63,0.43,0.47,0.6,0.41,0.42,0.36,0.14,0.0,0.15,0.61,0.6,0.55,0.54,0.56,0.52,0.55,0.55,0.6,0.64,0.47,0.39,0.39,0.34,0.34,0.36,0.65,0.62,0.6,0.59,0.58,0.56,0.56,0.58,0.6,0.59,0.52,0.27,0.19,0.36,0.45,0.42,0.53,0.62,0.62,0.66,0.64,0.62,0.61,0.62,0.63,0.61,0.57,0.55,0.49,0.44,0.42,0.44,0.35,0.58,0.65,0.67,0.66,0.66,0.65,0.65,0.64,0.63,0.62,0.59,0.58,0.57,0.56,0.55
car,"A black and white cat lays on the hood of a car.",0.18,0.3,0.34,0.18,0.23,0.27,0.23,0.24,0.4,0.33,0.27,0.36,0.43,0.46,0.3,0.49,0.17,0.27,0.56,0.53,0.46,0.55,0.55,0.52,0.58,0.61,0.51,0.46,0.47,0.4,0.35,0.38,0.3,0.25,0.22,0.2,0.2,0.18,0.22,0.18,0.2,0.22,0.14,0.15,0.13,0.15,0.13,0.15,0.2,0.05,0.03,0.02,0.08,0.08,0.15,0.16,0.17,0.17,0.09,0.09,0.08,0.07,0.08,0.09,0.07,0.06,0.05,0.08,0.12,0.13,0.09,0.09,0.11,0.12,0.09,0.11,0.1,0.05,0.07,0.07,0.08,0.06,0.05,0.09,0.16,0.18,0.09,0.09,0.08,0.08,0.09,0.11,0.11,0.07,0.05,0.06,0.07,0.05,0.05,0.07,0.09,0.09,0.2,0.25,0.16,0.09,0.09,0.09,0.08,0.09,0.06,0.05,0.06,0.07,0.11,0.1,0.08,0.08,0.26,0.27,0.3,0.18,0.09,0.11,0.07,0.05,0.05,0.05,0.09,0.1,0.11,0.07,0.01,0.02,0.09,0.2,0.19,0.11,0.16,0.18,0.21,0.13,0.08,0.1,0.23,0.32,0.11,0.07,0.36,0.4,0.36,0.4,0.62,0.2,0.02,0.3,0.45,0.07,0.1,0.14,0.14,0.12,0.16,0.73,0.82,0.78,0.82,0.78,0.74,0.63,0.38,0.67,0.43,0.31,0.31,0.03,0.11,0.25,0.67,0.71,0.56,0.63,0.61,0.58,0.54,0.56,0.51,0.56,0.53,0.52,0.38,0.13,0.6,0.54,0.46,0.42,0.27,0.38,0.47,0.44,0.45,0.43,0.4,0.51,0.51,0.42,0.41,0.38,0.55,0.62,0.79,0.67,0.69,0.78,0.76,0.73,0.74,0.76,0.75,0.75,0.72,0.7,0.7,0.65,0.82,0.84,0.81,0.82,0.82,0.8,0.8,0.8,0.79,0.78,0.77,0.76,0.74,0.73,0.7,0.71,0.84,0.82,0.81,0.8,0.8,0.79,0.78,0.78,0.78,0.77,0.76,0.75,0.73,0.72,0.7,0.7
car,"A dog looking out the window of a car.",0.18,0.17,0.35,0.33,0.47,0.4,0.36,0.41,0.34,0.37,0.54,0.38,0.27,0.25,0.24,0.25,0.22,0.55,0.67,0.35,0.35,0.35,0.38,0.3,0.33,0.47,0.49,0.33,0.25,0.22,0.18,0.25,0.38,0.78,0.81,0.48,0.47,0.33,0.38,0.36,0.27,0.33,0.52,0.53,0.32,0.29,0.16,0.2,0.4,0.8,0.86,0.62,0.64,0.37,0.35,0.24,0.15,0.2,0.42,0.44,0.4,0.33,0.32,0.33,0.47,0.85,0.9,0.62,0.62,0.59,0.53,0.52,0.49,0.16,0.25,0.49,0.44,0.37,0.33,0.32,0.48,0.85,0.87,0.6,0.61,0.62,0.62,0.6,0.38,0.18,0.21,0.38,0.54,0.54,0.51,0.42,0.4,0.83,0.87,0.56,0.58,0.57,0.57,0.45,0.32,0.21,0.16,0.26,0.4,0.34,0.5,0.56,0.58,0.83,0.81,0.64,0.64,0.61,0.55,0.38,0.26,0.11,0.05,0.13,0.22,0.3,0.46,0.5,0.85,0.96,0.93,0.93,0.92,0.91,0.54,0.3,0.26,0.11,0.05,0.08,0.18,0.3,0.38,0.44,0.73,0.85,0.85,0.88,0.85,0.67,0.43,0.36,0.29,0.15,0.06,0.12,0.21,0.22,0.31,0.29,0.7,0.78,0.78,0.73,0.39,0.45,0.43,0.39,0.23,0.1,0.05,0.17,0.19,0.23,0.26,0.16,0.66,0.73,0.72,0.73,0.37,0.26,0.18,0.17,0.21,0.07,0.08,0.18,0.17,0.21,0.14,0.11,0.56,0.65,0.66,0.68,0.66,0.5,0.25,0.11,0.13,0.12,0.09,0.19,0.16,0.13,0.13,0.15,0.36,0.44,0.39,0.39,0.47,0.45,0.21,0.06,0.07,0.11,0.07,0.18,0.16,0.15,0.13,0.16,0.57,0.67,0.41,0.39,0.62,0.51,0.43,0.31,0.19,0.12,0.07,0.21,0.22,0.15,0.12,0.27,0.46,0.52,0.36,0.46,0.62,0.6,0.56,0.45,0.31,0.21,0.1,0.12,0.14,0.15,0.23,0.39
cat,"A white cat caught a bird outside on a patio.",0.96,0.92,0.79,0.6,0.27,0.33,0.6,0.42,0.16,0.18,0.26,0.17,0.14,0.22,0.37,0.31,0.93,0.87,0.69,0.5,0.42,0.38,0.17,0.33,0.58,0.23,0.16,0.11,0.13,0.35,0.47,0.58,0.91,0.85,0.67,0.7,0.42,0.11,0.5,0.87,0.71,0.19,0.17,0.09,0.09,0.27,0.28,0.85,0.94,0.92,0.85,0.76,0.5,0.31,0.54,0.53,0.28,0.26,0.25,0.1,0.11,0.35,0.16,0.34,0.96,0.94,0.89,0.73,0.51,0.18,0.13,0.14,0.23,0.25,0.23,0.16,0.22,0.51,0.34,0.33,0.94,0.94,0.77,0.38,0.23,0.22,0.15,0.14,0.27,0.18,0.22,0.16,0.35,0.48,0.24,0.22,0.89,0.95,0.75,0.42,0.29,0.33,0.18,0.28,0.32,0.18,0.25,0.15,0.49,0.28,0.21,0.23,0.55,0.95,0.93,0.69,0.51,0.4,0.22,0.42,0.27,0.35,0.44,0.09,0.39,0.22,0.22,0.22,0.03,0.53,0.82,0.69,0.42,0.2,0.05,0.47,0.27,0.24,0.27,0.13,0.16,0.16,0.16,0.16,0.15,0.21,0.31,0.33,0.15,0.0,0.0,0.36,0.37,0.2,0.11,0.09,0.04,0.04,0.02,0.05,0.47,0.56,0.45,0.33,0.16,0.09,0.25,0.47,0.29,0.21,0.13,0.16,0.09,0.03,0.02,0.05,0.37,0.24,0.5,0.22,0.22,0.36,0.6,0.7,0.39,0.11,0.13,0.2,0.22,0.13,0.12,0.15,0.22,0.4,0.27,0.34,0.51,0.27,0.56,0.56,0.33,0.18,0.13,0.09,0.11,0.15,0.17,0.18,0.43,0.23,0.35,0.57,0.31,0.0,0.36,0.42,0.18,0.14,0.12,0.09,0.13,0.16,0.14,0.14,0.28,0.26,0.52,0.33,0.07,0.0,0.04,0.18,0.07,0.07,0.1,0.22,0.3,0.28,0.32,0.4,0.28,0.49,0.34,0.24,0.42,0.3,0.18,0.1,0.42,0.35,0.53,0.73,0.83,0.83,0.86,0.88
cat,"a man sleeping with his cat next to him",0.15,0.11,0.13,0.21,0.16,0.08,0.2,0.71,0.84,0.85,0.87,0.89,0.8,0.57,0.46,0.52,0.17,0.12,0.13,0.18,0.12,0.07,0.22,0.72,0.81,0.83,0.84,0.85,0.75,0.54,0.47,0.52,0.16,0.13,0.11,0.17,0.11,0.06,0.23,0.74,0.8,0.81,0.83,0.81,0.71,0.52,0.47,0.5,0.15,0.13,0.11,0.16,0.1,0.05,0.25,0.75,0.79,0.82,0.76,0.57,0.41,0.43,0.47,0.52,0.15,0.12,0.1,0.15,0.09,0.04,0.27,0.73,0.62,0.53,0.41,0.42,0.4,0.4,0.44,0.51,0.15,0.13,0.11,0.14,0.08,0.04,0.24,0.45,0.12,0.04,0.14,0.38,0.47,0.52,0.58,0.49,0.11,0.1,0.1,0.12,0.07,0.04,0.17,0.27,0.06,0.04,0.13,0.17,0.16,0.25,0.45,0.36,0.11,0.1,0.12,0.11,0.07,0.07,0.2,0.2,0.04,0.05,0.1,0.11,0.09,0.14,0.27,0.24,0.11,0.1,0.09,0.12,0.08,0.07,0.09,0.21,0.12,0.02,0.05,0.07,0.08,0.07,0.09,0.11,0.16,0.16,0.08,0.05,0.04,0.03,0.04,0.09,0.17,0.09,0.04,0.04,0.07,0.08,0.06,0.07,0.17,0.18,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.09,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.12,0.14,0.05,0.07,0.11,0.12,0.1,0.09,0.04,0.04,0.04,0.05,0.05,0.07,0.07,0.07,0.15,0.09,0.04,0.04,0.06,0.1,0.06,0.08,0.07,0.04,0.04,0.04,0.04,0.1,0.11,0.16,0.16,0.04,0.04,0.03,0.03,0.03,0.04,0.05,0.07,0.08,0.09,0.06,0.04,0.16,0.08,0.09,0.11,0.03,0.04,0.09,0.12,0.05,0.04,0.04,0.05,0.05,0.09,0.16,0.05,0.27,0.18,0.05,0.05,0.03,0.04,0.08,0.19,0.15,0.04,0.04,0.05,0.05,0.06,0.12
cat,"A blue eyed tabby cat crouched on the ground.",0.33,0.33,0.33,0.36,0.39,0.43,0.42,0.42,0.43,0.44,0.43,0.45,0.46,0.44,0.44,0.44,0.36,0.33,0.35,0.36,0.38,0.4,0.41,0.41,0.42,0.42,0.42,0.43,0.44,0.42,0.43,0.42,0.33,0.33,0.35,0.35,0.34,0.35,0.37,0.38,0.38,0.38,0.39,0.42,0.44,0.43,0.43,0.43,0.35,0.33,0.34,0.34,0.34,0.36,0.37,0.36,0.36,0.38,0.39,0.42,0.45,0.46,0.46,0.46,0.36,0.36,0.36,0.36,0.37,0.37,0.39,0.36,0.35,0.38,0.39,0.41,0.43,0.44,0.45,0.45,0.3,0.24,0.25,0.25,0.27,0.29,0.34,0.34,0.33,0.32,0.34,0.4,0.4,0.4,0.41,0.42,0.29,0.24,0.24,0.19,0.22,0.24,0.21,0.25,0.31,0.31,0.29,0.35,0.52,0.4,0.38,0.56,0.39,0.33,0.34,0.31,0.33,0.27,0.23,0.31,0.33,0.33,0.32,0.33,0.44,0.45,0.51,0.62,0.4,0.33,0.35,0.36,0.23,0.26,0.31,0.33,0.44,0.38,0.21,0.39,0.4,0.7,0.72,0.61,0.5,0.44,0.45,0.38,0.23,0.31,0.38,0.37,0.45,0.25,0.23,0.49,0.67,0.79,0.91,0.73,0.51,0.48,0.49,0.29,0.26,0.29,0.37,0.4,0.27,0.16,0.28,0.49,0.87,0.81,0.89,0.74,0.63,0.64,0.6,0.23,0.23,0.26,0.29,0.36,0.34,0.15,0.21,0.5,0.95,0.99,0.78,0.76,0.53,0.49,0.46,0.18,0.2,0.27,0.34,0.32,0.43,0.4,0.24,0.62,0.88,0.8,0.72,0.75,0.27,0.25,0.21,0.15,0.16,0.19,0.22,0.45,0.65,0.55,0.57,0.85,0.79,0.6,0.61,0.59,0.6,0.58,0.56,0.5,0.45,0.43,0.44,0.58,0.7,0.55,0.54,0.77,0.84,0.76,0.75,0.73,0.77,0.77,0.78,0.78,0.8,0.8,0.8,0.76,0.74,0.74,0.72,0.73,0.73,0.73,0.7,0.67
cat,"A tiger cat sitting in a white bathtub.",0.63,0.62,0.61,0.6,0.6,0.6,0.61,0.61,0.62,0.63,0.64,0.65,0.65,0.66,0.67,0.67,0.63,0.62,0.61,0.59,0.58,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.63,0.62,0.6,0.58,0.56,0.55,0.56,0.58,0.59,0.61,0.62,0.63,0.64,0.66,0.67,0.68,0.63,0.61,0.59,0.57,0.53,0.53,0.53,0.55,0.58,0.6,0.62,0.63,0.64,0.66,0.67,0.67,0.63,0.6,0.57,0.54,0.51,0.4,0.42,0.51,0.56,0.58,0.61,0.62,0.64,0.65,0.66,0.67,0.63,0.59,0.54,0.5,0.29,0.24,0.27,0.19,0.28,0.47,0.6,0.61,0.62,0.64,0.65,0.66,0.63,0.57,0.51,0.36,0.18,0.27,0.26,0.17,0.2,0.41,0.59,0.57,0.6,0.62,0.64,0.65,0.63,0.56,0.41,0.22,0.22,0.27,0.26,0.27,0.27,0.35,0.49,0.61,0.64,0.64,0.65,0.66,0.66,0.56,0.32,0.19,0.22,0.25,0.35,0.38,0.37,0.28,0.18,0.25,0.56,0.68,0.67,0.69,0.69,0.59,0.31,0.16,0.21,0.28,0.28,0.36,0.33,0.45,0.56,0.29,0.22,0.69,0.69,0.7,0.72,0.63,0.4,0.2,0.19,0.29,0.36,0.35,0.4,0.57,0.67,0.65,0.5,0.69,0.71,0.7,0.75,0.67,0.52,0.35,0.24,0.31,0.41,0.44,0.42,0.6,0.67,0.7,0.73,0.72,0.72,0.64,0.76,0.7,0.58,0.47,0.38,0.32,0.42,0.42,0.43,0.67,0.74,0.76,0.78,0.8,0.77,0.65,0.92,0.91,0.89,0.88,0.88,0.87,0.9,0.91,0.91,0.94,0.95,0.96,0.96,0.98,0.87,0.69,0.96,0.97,0.97,0.98,0.98,0.98,0.97,0.96,0.96,0.95,0.95,0.95,0.94,0.96,0.81,0.74,0.87,0.9,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.92,0.93,0.76,0.76
cat,"A parked jeep with a cat laying on it's hood.",0.8,0.64,0.68,0.47,0.37,0.34,0.34,0.37,0.44,0.38,0.27,0.27,0.36,0.34,0.33,0.28,0.78,0.74,0.74,0.69,0.67,0.67,0.64,0.61,0.64,0.64,0.47,0.25,0.35,0.33,0.35,0.52,0.26,0.28,0.27,0.31,0.29,0.17,0.22,0.38,0.35,0.35,0.33,0.25,0.35,0.31,0.37,0.55,0.14,0.27,0.55,0.49,0.34,0.24,0.32,0.61,0.49,0.53,0.58,0.43,0.48,0.29,0.33,0.42,0.2,0.2,0.24,0.16,0.21,0.28,0.33,0.69,0.59,0.49,0.65,0.49,0.42,0.29,0.29,0.4,0.26,0.2,0.22,0.27,0.26,0.35,0.33,0.45,0.47,0.49,0.46,0.33,0.35,0.27,0.26,0.42,0.26,0.25,0.22,0.23,0.26,0.26,0.24,0.25,0.32,0.2,0.26,0.19,0.23,0.45,0.38,0.35,0.17,0.15,0.12,0.11,0.13,0.12,0.24,0.36,0.69,0.47,0.46,0.17,0.19,0.46,0.55,0.53,0.15,0.11,0.14,0.16,0.22,0.25,0.31,0.3,0.39,0.42,0.4,0.29,0.34,0.45,0.41,0.44,0.1,0.16,0.18,0.23,0.3,0.31,0.29,0.3,0.33,0.35,0.39,0.41,0.35,0.27,0.18,0.14,0.06,0.06,0.05,0.04,0.06,0.07,0.07,0.09,0.11,0.12,0.2,0.21,0.23,0.18,0.03,0.04,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.12,0.05,0.34,0.41,0.12,0.02,0.05,0.03,0.01,0.03,0.11,0.15,0.14,0.19,0.15,0.16,0.16,0.11,0.25,0.61,0.16,0.02,0.02,0.03,0.02,0.07,0.12,0.14,0.16,0.19,0.18,0.16,0.16,0.11,0.11,0.17,0.16,0.15,0.16,0.05,0.03,0.04,0.0,0.0,0.0,0.01,0.14,0.23,0.2,0.1,0.11,0.36,0.15,0.04,0.36,0.29,0.09,0.02,0.02,0.03,0.04,0.01,0.01,0.05,0.06,0.03,0.03,0.15,0.06,0.04
cat,"A calico cat drinks water from a faucet.",0.67,0.68,0.75,0.71,0.78,0.84,0.83,0.76,0.7,0.85,0.82,0.76,0.8,0.82,0.8,0.82,0.56,0.58,0.6,0.61,0.63,0.63,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.65,0.65,0.66,0.52,0.53,0.52,0.54,0.54,0.54,0.53,0.52,0.53,0.52,0.52,0.5,0.48,0.47,0.47,0.47,0.58,0.58,0.6,0.62,0.63,0.64,0.65,0.63,0.65,0.61,0.61,0.59,0.57,0.57,0.56,0.57,0.62,0.63,0.65,0.66,0.68,0.72,0.55,0.61,0.49,0.43,0.62,0.61,0.58,0.56,0.56,0.58,0.63,0.65,0.65,0.71,0.62,0.29,0.05,0.14,0.04,0.25,0.69,0.61,0.51,0.5,0.57,0.57,0.64,0.66,0.66,0.74,0.5,0.23,0.26,0.11,0.05,0.36,0.67,0.6,0.54,0.41,0.49,0.46,0.65,0.66,0.65,0.69,0.6,0.42,0.43,0.07,0.0,0.27,0.8,0.73,0.44,0.29,0.24,0.28,0.66,0.66,0.65,0.69,0.66,0.56,0.35,0.05,0.14,0.62,0.75,0.46,0.41,0.25,0.15,0.03,0.67,0.65,0.63,0.68,0.64,0.59,0.74,0.63,0.64,0.7,0.21,0.0,0.26,0.25,0.11,0.04,0.65,0.64,0.63,0.65,0.61,0.55,0.68,0.71,0.73,0.38,0.05,0.02,0.11,0.19,0.16,0.06,0.63,0.54,0.55,0.59,0.54,0.54,0.7,0.76,0.5,0.06,0.04,0.02,0.06,0.24,0.25,0.15,0.63,0.6,0.53,0.55,0.6,0.64,0.64,0.82,0.42,0.0,0.05,0.04,0.01,0.2,0.46,0.53,0.57,0.56,0.51,0.53,0.56,0.55,0.55,0.67,0.71,0.13,0.0,0.04,0.0,0.25,0.66,0.69,0.67,0.65,0.67,0.7,0.7,0.67,0.71,0.71,0.75,0.71,0.34,0.05,0.0,0.21,0.67,0.61,0.74,0.76,0.77,0.79,0.66,0.53,0.62,0.73,0.66,0.69,0.72,0.45,0.07,0.33,0.62,0.51
cat,"A gray and white tiger striped cat sitting in front of a brickwall",0.26,0.27,0.28,0.3,0.34,0.35,0.34,0.35,0.36,0.36,0.36,0.37,0.37,0.36,0.36,0.36,0.27,0.26,0.28,0.29,0.33,0.35,0.35,0.35,0.35,0.35,0.35,0.37,0.36,0.36,0.36,0.36,0.27,0.27,0.29,0.29,0.29,0.31,0.31,0.32,0.33,0.33,0.33,0.35,0.35,0.35,0.35,0.35,0.25,0.26,0.27,0.27,0.27,0.29,0.3,0.3,0.31,0.31,0.32,0.36,0.37,0.38,0.37,0.37,0.27,0.29,0.29,0.29,0.3,0.3,0.31,0.29,0.29,0.32,0.33,0.35,0.36,0.38,0.38,0.38,0.24,0.26,0.25,0.26,0.27,0.28,0.31,0.29,0.28,0.27,0.3,0.33,0.33,0.33,0.34,0.36,0.15,0.16,0.15,0.14,0.17,0.2,0.21,0.22,0.24,0.24,0.27,0.3,0.31,0.32,0.43,0.39,0.26,0.27,0.25,0.22,0.25,0.2,0.16,0.23,0.26,0.25,0.25,0.25,0.25,0.19,0.48,0.48,0.25,0.25,0.25,0.26,0.2,0.2,0.23,0.28,0.33,0.32,0.27,0.38,0.33,0.29,0.3,0.53,0.35,0.34,0.35,0.29,0.16,0.27,0.27,0.3,0.45,0.35,0.23,0.58,0.84,0.64,0.44,0.71,0.37,0.36,0.37,0.23,0.21,0.28,0.34,0.31,0.26,0.16,0.29,0.52,0.95,0.93,0.8,0.66,0.48,0.51,0.42,0.17,0.21,0.22,0.29,0.31,0.21,0.13,0.25,0.43,0.89,0.96,0.69,0.66,0.48,0.53,0.4,0.13,0.17,0.23,0.24,0.27,0.31,0.18,0.14,0.51,0.93,0.85,0.66,0.71,0.27,0.26,0.18,0.1,0.14,0.21,0.25,0.35,0.47,0.47,0.45,0.77,0.69,0.52,0.55,0.55,0.32,0.29,0.27,0.21,0.19,0.18,0.22,0.49,0.58,0.38,0.54,0.84,0.78,0.62,0.61,0.59,0.66,0.65,0.64,0.63,0.63,0.63,0.65,0.63,0.64,0.6,0.57,0.64,0.66,0.65,0.62,0.62
cat,"An orange cat sits on a stoop in front of a door.",0.6,0.04,0.0,0.02,0.01,0.01,0.02,0.0,0.15,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.04,0.0,0.04,0.01,0.01,0.04,0.0,0.15,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.62,0.04,0.0,0.01,0.01,0.01,0.02,0.0,0.15,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.61,0.04,0.0,0.01,0.01,0.01,0.02,0.01,0.16,0.7,0.71,0.71,0.71,0.71,0.71,0.71,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.54,0.06,0.02,0.04,0.04,0.04,0.12,0.15,0.17,0.71,0.73,0.73,0.73,0.74,0.73,0.73,0.5,0.46,0.48,0.49,0.48,0.51,0.5,0.52,0.51,0.69,0.76,0.75,0.75,0.76,0.74,0.73,0.73,0.76,0.77,0.78,0.76,0.78,0.77,0.76,0.79,0.77,0.75,0.75,0.74,0.72,0.69,0.64,0.73,0.73,0.75,0.76,0.75,0.76,0.76,0.75,0.75,0.76,0.75,0.75,0.73,0.71,0.68,0.64,0.75,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.75,0.75,0.73,0.72,0.71,0.68,0.65,0.82,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.81,0.81,0.8,0.78,0.77,0.75,0.72,0.69,0.71,0.71,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.7,0.69,0.68,0.66,0.63,0.83,0.83,0.83,0.84,0.84,0.84,0.84,0.83,0.83,0.81,0.8,0.8,0.78,0.77,0.75,0.72,0.68,0.7,0.71,0.71,0.72,0.72,0.72,0.71,0.71,0.7,0.7,0.7,0.69,0.68,0.67,0.66,0.76,0.77,0.78,0.79,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.78,0.76,0.75,0.74,0.75,0.74,0.74,0.75,0.74,0.73,0.74,0.73,0.72,0.71,0.71,0.7,0.69,0.68,0.66
